openalex_id,title,year,type,venue,doi,confidence_tier,attests,bucket,match_reason,matched_probes,matched_anchors,cited_by_count,url,snapshot,fetched_at
W3122658922,"Synthesis, Hypoglycemic Effect, Antimicrobial and Molecular Docking Studies of Organotin(IV) Complexes Derived from N-Phthalimido β-Amino Acid Derivatives",2021,article,Journal of the Brazilian Chemical Society,https://doi.org/10.21577/0103-5053.20210011,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,2,https://openalex.org/W3122658922,2026-07,2026-07-28
W4207067905,The structure of education in the process of globalization of the world educational space,2021,article,Management of Education,https://doi.org/10.25726/g4069-4282-8334-s,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,1,https://openalex.org/W4207067905,2026-07,2026-07-28
W7144021184,瑜伽行派における五遍行の研究 ： 『瑜伽師地論』を中心として,2021,dissertation,Institutional Repositories DataBase (IRDB),https://doi.org/10.15083/0002006580,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W7144021184,2026-07,2026-07-28
W3114460909,Análisis del uso de audios de mindfulness en la atención y la concentración de estudiantes de formación profesional,2020,article,Ensayos: Revista de la Facultad de Educación de Albacete,https://doi.org/10.18239/ensayos.v35i2.2402,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,1,https://openalex.org/W3114460909,2026-07,2026-07-28
W3122003930,Histórias de famílias de palavras: o caso de 'laranja' e 'cidra',2020,article,LaborHistórico,https://doi.org/10.24206/lh.v6i3.35389,C0,digital,external,fails domain gate (no Indological/lexicographic signal),cdsd;mw-full,,0,https://openalex.org/W3122003930,2026-07,2026-07-28
W3018923276,Mohini: A Case Study of a Transnational Spiritual Space in the History of the Theosophical Society,2020,article,Numen,https://doi.org/10.1163/15685276-12341572,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,7,https://openalex.org/W3018923276,2026-07,2026-07-28
W3168255593,Orientālistika. Cilvēkzināšana un Āzijas aktualitātes,2020,book,Latvijas Universitātes Zinātniskie raksti,https://doi.org/10.22364/luraksti.os.819,C0,digital,external,fails domain gate (no Indological/lexicographic signal),,W3192303795,1,https://openalex.org/W3168255593,2026-07,2026-07-28
W4237677135,Rabies in the Streets,2020,book,Penn State University Press eBooks,https://doi.org/10.1515/9780271086866,C0,print,external,fails domain gate (no Indological/lexicographic signal),mw-full,,9,https://openalex.org/W4237677135,2026-07,2026-07-28
W3110904074,Sutra do Coração,2020,article,caleidoscópio literatura e tradução,https://doi.org/10.26512/caleidoscopio.v4i1.23073,C0,print,external,fails domain gate (no Indological/lexicographic signal),mw-full,,0,https://openalex.org/W3110904074,2026-07,2026-07-28
W3047119977,Tracing the Precept of Motion from the Ancient to the Scientific Revolution,2020,article,International journal of mechanical and production engineering research and development,https://doi.org/10.24247/ijmperdjun2020592,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W3047119977,2026-07,2026-07-28
W3157923013,Tradução e análise de contos infantojuvenis de Akutagawa Ry&amp;umacr;nosuke,2020,dissertation,Universidade de São Paulo,https://doi.org/10.11606/d.8.2020.tde-15032021-195123,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W3157923013,2026-07,2026-07-28
W3081207319,فرائد البنیة التناظریة فی النص القرآنی (دراسة أسلوبیة إحصائیة مقارنة),2020,article,Mağallaẗ̈ Kulliyyaẗ Al-Dirāsāt Al-Islāmiyyaẗ wa Al-ʿarabiyyaẗ Lil-Banin Bil-Qāhiraẗ,https://doi.org/10.21608/bfsa.2020.109059,C0,print,external,fails domain gate (no Indological/lexicographic signal),mw-full,,0,https://openalex.org/W3081207319,2026-07,2026-07-28
W7146508403,ジャガトプラカーシャ・マッラ王の古典ネワール語歌集 : ネパール・マッラ王朝の宮廷演劇写本研究,2020,report,Institutional Repositories DataBase (IRDB),,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W7146508403,2026-07,2026-07-28
W4246998705,2. Mesopotamian and Indian physiognomy,2019,book-chapter,Visualizing the invisible with the human body,https://doi.org/10.1515/9783110642698-003,C0,print,external,fails domain gate (no Indological/lexicographic signal),mw-full,,0,https://openalex.org/W4246998705,2026-07,2026-07-28
W3044950272,A CRITICAL REVIEW: TAMAKA SHWASA (BRONCHIAL ASTHMA),2019,article,International Journal of Research -GRANTHAALAYAH,https://doi.org/10.29121/granthaalayah.v7.i8.2019.667,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W3044950272,2026-07,2026-07-28
W2963633551,"Between Mughal Art, Ethnography and Realism On Nicolò Manucci’s Artistic Patronage in India (1680-1720)",2019,article,Annali di Ca’ Foscari Serie orientale,https://doi.org/10.30687/annor/2385-3042/2019/01/009,C0,print,external,fails domain gate (no Indological/lexicographic signal),mw-full,,1,https://openalex.org/W2963633551,2026-07,2026-07-28
W2927008049,Disaster Studies at 50: Time to Wear Bifocals?,2019,book-chapter,Disaster Research and the Second Environmental Crisis,https://doi.org/10.1007/978-3-030-04691-0_3,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,12,https://openalex.org/W2927008049,2026-07,2026-07-28
W2921751424,Factors Increasing the Risk of Recurrence in Fistula-in-ano,2019,article,Cureus,https://doi.org/10.7759/cureus.4200,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,55,https://openalex.org/W2921751424,2026-07,2026-07-28
W4392670267,"In Pursuit of Vaidurya in Ancient Indian Literature(ตามรอยพลอย ""ไพฑรย"" ในวรรณคดอนเดยโบราณ)",2019,article,Journal of Letters,https://doi.org/10.58837/chula.jletters.48.2.8,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W4392670267,2026-07,2026-07-28
W2932042436,La embajada en la épica: Discurso de Odiseo (&lt;em&gt;Ilíada&lt;/em&gt; IX) y discurso de Kṛṣṇa (&lt;em&gt;Mahābhārata&lt;/em&gt; V),2019,article,Revista de Filología y Lingüística de la Universidad de Costa Rica,https://doi.org/10.15517/rfl.v45i1.36673,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,1,https://openalex.org/W2932042436,2026-07,2026-07-28
W4239659289,Latviešu valodas institūta žurnāls,2019,paratext,Linguistica Lettica,https://doi.org/10.22364/lingualet.27,C0,print,external,fails domain gate (no Indological/lexicographic signal),mw-full,,0,https://openalex.org/W4239659289,2026-07,2026-07-28
W4392670302,The Importance of Numeral Systems in Trinisinghe(ความสาคญของระบบ เลขในคมภรตรนสงเห),2019,article,Journal of Letters,https://doi.org/10.58837/chula.jletters.48.1.6,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W4392670302,2026-07,2026-07-28
W2951263299,The efficacy and safety of <i>Momordica charantia</i> L. in animal models of type 2 diabetes mellitus; A systematic review and meta-analysis,2019,preprint,bioRxiv (Cold Spring Harbor Laboratory),https://doi.org/10.1101/681494,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,1,https://openalex.org/W2951263299,2026-07,2026-07-28
W2981937301,デカンの美食と聖婚 --ダカニー・ウルドゥー語の詩人ヌスラティー--,2019,article,Kyoto University Research Information Repository (Kyoto University),https://doi.org/10.14989/240738,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W2981937301,2026-07,2026-07-28
W7145143808,ネパールの演劇写本 : マッラ朝の新期インド・アーリア語によるラーマ劇,2019,report,Institutional Repositories DataBase (IRDB),,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W7145143808,2026-07,2026-07-28
W2992111965,Anti-diabetogenic impact of bitter melon (Momordica charantia) and mahogany (Swietenia macrophylla) on alloxan induced diabetic rabbit model,2018,article,Asian-Australasian Journal of Bioscience and Biotechnology,https://doi.org/10.3329/aajbb.v3i2.64792,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,1,https://openalex.org/W2992111965,2026-07,2026-07-28
W2908142697,Changes in the Health Condition after Using a Service Dog of a Person with Complete C5 Spinal Cord Injury: A Qualitative Single Case Study,2018,article,Progress in Rehabilitation Medicine,https://doi.org/10.2490/prm.20190001,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,1,https://openalex.org/W2908142697,2026-07,2026-07-28
W2884990285,New N-difluoromethylindoles: features of N-difluoromethylation of indoles with electron-donor or electron-withdrawing substituents,2018,article,French-Ukrainian Journal of Chemistry,https://doi.org/10.17721/fujcv6i1p101-108,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,0,https://openalex.org/W2884990285,2026-07,2026-07-28
W4289762259,Preliminary Phytochemical Evaluation Of Root Of Sida Cordifolia Linn.,2018,article,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.1400255,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W4289762259,2026-07,2026-07-28
W4301681488,Relevance of Shramahara mahakashaya (An anti-fatigue formulation) in sports medicine,2018,article,Journal of Scientific and Innovative Research,https://doi.org/10.31254/jsir.2018.7104,C0,print,external,fails domain gate (no Indological/lexicographic signal),mw-full,,3,https://openalex.org/W4301681488,2026-07,2026-07-28
W2909106413,Toxic matters: Medical Jurisprudence and the Making of the Indian Poisons Act (1904),2018,article,Crime Histoire et Sociétés,https://doi.org/10.4000/chs.2135,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,2,https://openalex.org/W2909106413,2026-07,2026-07-28
W2796107799,World Game: An MS Thesis on engineering Buckminster Fuller’s unfinished computer game,2018,dissertation,eScholarship (California Digital Library),,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W2796107799,2026-07,2026-07-28
W2053143291,Human dignity - Our supreme constitutional value,2017,article,Potchefstroom Electronic Law Journal/Potchefstroomse Elektroniese Regsblad,https://doi.org/10.17159/1727-3781/2001/v4i1a2879,C0,print,external,fails domain gate (no Indological/lexicographic signal),mw-full,,10,https://openalex.org/W2053143291,2026-07,2026-07-28
W2803842475,Syekh Wali Lanang sebagai PitÄmaha Raja Raja Jawa Studi Teks Babad GÄ•dhongan,2017,article,SHAHIH Journal of Islamicate Multidisciplinary,https://doi.org/10.22515/shahih.v2i2.994,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W2803842475,2026-07,2026-07-28
W4232482415,The origin and impact of the theosophical centre in Adyar,2017,article,Studia Humanistyczne/Studia Humanistyczne AGH,https://doi.org/10.7494/human.2017.16.4.7,C0,print,external,fails domain gate (no Indological/lexicographic signal),mw-full,,1,https://openalex.org/W4232482415,2026-07,2026-07-28
W3156873480,A Reconsideration of Catuḥstava,2016,article,Institutional Repositories DataBase (IRDB),,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W3156873480,2026-07,2026-07-28
W2429520106,Computation (Abacus) Aspects of the Sahasralingam,2016,article,International Journal of Computer Applications,https://doi.org/10.5120/ijca2016910405,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,1,https://openalex.org/W2429520106,2026-07,2026-07-28
W3093246394,Der Candi - Wesen einer Kultur : die Symbolik der traditionellen Steinarchitektur von Zentraljava im Synkretismus der Religionen,2016,dissertation,reposiTUm (TU Wien),https://doi.org/10.34726/hss.2016.32800,C0,print,external,fails domain gate (no Indological/lexicographic signal),mw-full,,0,https://openalex.org/W3093246394,2026-07,2026-07-28
W2621102326,"Exploring farming systems and the role of agroecology in improving food security, productivity and market access for smallholder farmers.",2016,dissertation,ResearchSpace (University of KwaZulu-Natal),,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,5,https://openalex.org/W2621102326,2026-07,2026-07-28
W3182138532,『プラサンナパダー』第18章「我（アートマン）の考察」の研究,2016,dissertation,Institutional Repositories DataBase (IRDB),https://doi.org/10.15083/00073169,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W3182138532,2026-07,2026-07-28
W7139213475,"""Protest, citizens!"" : past event as a beginning of multiple narrations and its relation to canon in history fandoms",2015,book-chapter,Jagiellonian University Repository (Jagiellonian University),,C0,print,external,fails domain gate (no Indological/lexicographic signal),mw-full,,0,https://openalex.org/W7139213475,2026-07,2026-07-28
W7110618298,"Connection between the Korean dragons, mountain spirits and kingship : the first royal wives and mothers in the kingdom of Silla",2015,book-chapter,Jagiellonian University Repository (Jagiellonian University),,C0,print,external,fails domain gate (no Indological/lexicographic signal),mw-full,,0,https://openalex.org/W7110618298,2026-07,2026-07-28
W2261782262,Grypomachia - walka gryfów z Arimaspami w źródłach starożytnych,2015,book-chapter,CeON Repository (Centre for Evaluation in Education and Science),,C0,print,external,fails domain gate (no Indological/lexicographic signal),mw-full,,0,https://openalex.org/W2261782262,2026-07,2026-07-28
W7110693740,Grypomachy : the struggle between griffins and Arimaspians in ancient sources,2015,book-chapter,Jagiellonian University Repository (Jagiellonian University),,C0,print,external,fails domain gate (no Indological/lexicographic signal),mw-full,,0,https://openalex.org/W7110693740,2026-07,2026-07-28
W7113758475,La fantasía como apariencia y afección del alma en la teoría platónica del conocimiento,2015,dissertation,Intellectum (Universidad de La Sabana),,C0,digital,external,fails domain gate (no Indological/lexicographic signal),cdsd,,0,https://openalex.org/W7113758475,2026-07,2026-07-28
W4292729706,Orientalia w „Zbiorze potrzebniejszych wiadomości porządkiem alfabetu ułożonych” Ignacego Krasickiego,2015,book,Ksiegarnia Akademicka Publishing eBooks,https://doi.org/10.12797/9788376386720,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W4292729706,2026-07,2026-07-28
W7110649234,The hybris and shape-shifters in European and Asian cultures,2015,book,Jagiellonian University Repository (Jagiellonian University),,C0,print,external,fails domain gate (no Indological/lexicographic signal),mw-full,,0,https://openalex.org/W7110649234,2026-07,2026-07-28
W2572963110,Związki koreańskich smoków z duchami gór i władzą królewską : pierwsze królewskie małżonki i matki w państwie Silla,2015,other,Jagiellonian University Repository (Jagiellonian University),,C0,print,external,fails domain gate (no Indological/lexicographic signal),mw-full,,0,https://openalex.org/W2572963110,2026-07,2026-07-28
W2291178805,義浄訳『金光明最勝王経』について : 第24章「除病品」付加部分を中心として,2015,article,Institutional Repositories DataBase (IRDB),https://doi.org/10.15083/00036957,C0,print,external,fails domain gate (no Indological/lexicographic signal),mw-full,,0,https://openalex.org/W2291178805,2026-07,2026-07-28
W4238932275,,2014,paratext,International Journal of Pharmaceutical Sciences and Research,https://doi.org/10.13040/ijpsr.0975-8232.5(4).1116-23,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,1,https://openalex.org/W4238932275,2026-07,2026-07-28
W4386766362,Are Freedom from Suffering and Boundless Compassion Contradictory Ideals?,2014,article,Arc The Journal of the School of Religious Studies,https://doi.org/10.26443/arc.v42i.390,C0,print,external,fails domain gate (no Indological/lexicographic signal),mw-full,,0,https://openalex.org/W4386766362,2026-07,2026-07-28
W2238673922,Człowiek w Mokszadharmie,2013,article,CeON Repository (Centre for Evaluation in Education and Science),,C0,print,external,fails domain gate (no Indological/lexicographic signal),mw-full,,0,https://openalex.org/W2238673922,2026-07,2026-07-28
W1813934989,"Dreams, omens, and prognosis in the Indriyasthana of the Carakasamhita",2013,other,Texas ScholarWorks (Texas Digital Library),,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W1813934989,2026-07,2026-07-28
W4256081530,Night,2013,article,Mānoa/Mānoa,https://doi.org/10.1353/man.2013.0074,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,1,https://openalex.org/W4256081530,2026-07,2026-07-28
W2188037217,Spatial v ariability of Soil penetrability and diStribution of compaction layer aS affected by long-term ploughing at Shallow depth in rambuda irrigation Scheme in vhembe,2013,article,,,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,0,https://openalex.org/W2188037217,2026-07,2026-07-28
W1552689061,チベット訳『宝篋経』　：　和訳と訳注（4-1）,2013,article,Institutional Repositories DataBase (IRDB),https://doi.org/10.50927/bk00230l001,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W1552689061,2026-07,2026-07-28
W3098197457,敦煌講經文類と『東大寺諷誦文稿』より見た講經に於ける孝子譚の宣唱,2013,article,Kyoto University Research Information Repository (Kyoto University),https://doi.org/10.14989/dunhuangnianbao_7_69,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W3098197457,2026-07,2026-07-28
W2994194659,Avyaya Analyzer: Analysis of Indeclinables using Finite State Transducers,2012,article,International Journal of Computer Applications,https://doi.org/10.5120/4610-6825,C0,print,external,fails domain gate (no Indological/lexicographic signal),mw-full,,7,https://openalex.org/W2994194659,2026-07,2026-07-28
W1574816914,"Effets d'une forte variation de conditions environnementales sur le comportement de dispersion et la structure génétique spatiale d'une population de rongeur solitaire, le tamia rayé (Tamias striatus)",2012,dissertation,Archipelago (Université du Québec à Montréal),,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,0,https://openalex.org/W1574816914,2026-07,2026-07-28
W7132215061,Арабески за пиано опус 77 на композитора Николай Стойков,2012,conference-paper,Bulgarian Portal for Open Science,,C0,digital,external,fails domain gate (no Indological/lexicographic signal),cdsl,,0,https://openalex.org/W7132215061,2026-07,2026-07-28
W7132383168,Въвеждане на информационни и комуникационни технологии в образованието –основание за размисъл върху практическата подготовка на студентите от специалностПедагогика на обучението по музика,2012,conference-paper,Bulgarian Portal for Open Science,,C0,digital,external,fails domain gate (no Indological/lexicographic signal),cdsl,,0,https://openalex.org/W7132383168,2026-07,2026-07-28
W7131923272,"Двата ракурса на музиката - фолклор, професионално творчествопрез призмата на испанските танцови форми",2012,conference-paper,Bulgarian Portal for Open Science,,C0,digital,external,fails domain gate (no Indological/lexicographic signal),cdsl,,0,https://openalex.org/W7131923272,2026-07,2026-07-28
W7132416364,Еволюцията на „Flauto traverse”,2012,conference-paper,Bulgarian Portal for Open Science,,C0,digital,external,fails domain gate (no Indological/lexicographic signal),cdsl,,0,https://openalex.org/W7132416364,2026-07,2026-07-28
W7132544142,За един от психологическите аспекти на дейността ”Солфежиране с акомпанимент на пиано”,2012,conference-paper,Bulgarian Portal for Open Science,,C0,digital,external,fails domain gate (no Indological/lexicographic signal),cdsl,,0,https://openalex.org/W7132544142,2026-07,2026-07-28
W7132181498,За тамбурата в Кюстендилско,2012,conference-paper,Bulgarian Portal for Open Science,,C0,digital,external,fails domain gate (no Indological/lexicographic signal),cdsl,,0,https://openalex.org/W7132181498,2026-07,2026-07-28
W7132531271,Зараждане на китайското клавирно изкуство,2012,conference-paper,Bulgarian Portal for Open Science,,C0,digital,external,fails domain gate (no Indological/lexicographic signal),cdsl,,0,https://openalex.org/W7132531271,2026-07,2026-07-28
W7132072576,Изпълнител – преподавател – учител за пътя на преподаването,2012,conference-paper,Bulgarian Portal for Open Science,,C0,digital,external,fails domain gate (no Indological/lexicographic signal),cdsl,,0,https://openalex.org/W7132072576,2026-07,2026-07-28
W7132335810,Исторически преглед на сравнителната пластична анатомия.Анатомични особености на бозайниците в ранната им възраст,2012,conference-paper,Bulgarian Portal for Open Science,,C0,digital,external,fails domain gate (no Indological/lexicographic signal),cdsl,,0,https://openalex.org/W7132335810,2026-07,2026-07-28
W7132253105,Масово ли е масовото музикално възпитание днес,2012,conference-paper,Bulgarian Portal for Open Science,,C0,digital,external,fails domain gate (no Indological/lexicographic signal),cdsl,,0,https://openalex.org/W7132253105,2026-07,2026-07-28
W7132701454,Математическо моделиране на мажорните тоналности в музиката,2012,conference-paper,Bulgarian Portal for Open Science,,C0,digital,external,fails domain gate (no Indological/lexicographic signal),cdsl,,0,https://openalex.org/W7132701454,2026-07,2026-07-28
W7132704356,Образование в бъдеще време или съвременните концепции за образованиетои педагогическите реалности,2012,conference-paper,Bulgarian Portal for Open Science,,C0,digital,external,fails domain gate (no Indological/lexicographic signal),cdsl,,0,https://openalex.org/W7132704356,2026-07,2026-07-28
W7132029570,"От чистия извор – Едно посещение в с. Калипетрово, Силистренско",2012,conference-paper,Bulgarian Portal for Open Science,,C0,digital,external,fails domain gate (no Indological/lexicographic signal),cdsl,,0,https://openalex.org/W7132029570,2026-07,2026-07-28
W7132207675,"Пееш и дишаш , както говориш",2012,conference-paper,Bulgarian Portal for Open Science,,C0,digital,external,fails domain gate (no Indological/lexicographic signal),cdsl,,0,https://openalex.org/W7132207675,2026-07,2026-07-28
W7132699842,Проблеми в обучението по Изобразително изкуство с ученици от ромски произходв прогимназиален етап,2012,conference-paper,Bulgarian Portal for Open Science,,C0,digital,external,fails domain gate (no Indological/lexicographic signal),cdsl,,0,https://openalex.org/W7132699842,2026-07,2026-07-28
W7132557288,Пъблик релейсшънс и изкуства,2012,conference-paper,Bulgarian Portal for Open Science,,C0,digital,external,fails domain gate (no Indological/lexicographic signal),cdsl,,0,https://openalex.org/W7132557288,2026-07,2026-07-28
W7131985181,Пътуване сред традициите на гайдата в Европа,2012,conference-paper,Bulgarian Portal for Open Science,,C0,digital,external,fails domain gate (no Indological/lexicographic signal),cdsl,,0,https://openalex.org/W7131985181,2026-07,2026-07-28
W7132076310,Развитие на камерното вокално творчество в Китай,2012,conference-paper,Bulgarian Portal for Open Science,,C0,digital,external,fails domain gate (no Indological/lexicographic signal),cdsl,,0,https://openalex.org/W7132076310,2026-07,2026-07-28
W7132510802,Ролята на кларинетния амбушюр върху основните музикално-изразни средства,2012,conference-paper,Bulgarian Portal for Open Science,,C0,digital,external,fails domain gate (no Indological/lexicographic signal),cdsl,,0,https://openalex.org/W7132510802,2026-07,2026-07-28
W7132592537,Ролята на хореограф-педагога в учебно-възпитателната работа при деца от 3 до 7 г,2012,conference-paper,Bulgarian Portal for Open Science,,C0,digital,external,fails domain gate (no Indological/lexicographic signal),cdsl,,0,https://openalex.org/W7132592537,2026-07,2026-07-28
W7132357429,Тамбурата на Вазовия „Хаджи Ахил”,2012,conference-paper,Bulgarian Portal for Open Science,,C0,digital,external,fails domain gate (no Indological/lexicographic signal),cdsl,,0,https://openalex.org/W7132357429,2026-07,2026-07-28
W7132280015,Техниката на акварела в контекста на историята на изобразителното изкуство,2012,conference-paper,Bulgarian Portal for Open Science,,C0,digital,external,fails domain gate (no Indological/lexicographic signal),cdsl,,0,https://openalex.org/W7132280015,2026-07,2026-07-28
W7132402215,“Църковен вестник” и дискусията за българското църковно пеене,2012,conference-paper,Bulgarian Portal for Open Science,,C0,digital,external,fails domain gate (no Indological/lexicographic signal),cdsl,,0,https://openalex.org/W7132402215,2026-07,2026-07-28
W1483659798,ヒンドゥー教の葬儀・祖先祭祀研究(1) : 特定の死者に対する継続的供養儀礼の成立について,2012,article,Institutional Repositories DataBase (IRDB),https://doi.org/10.15083/00030439,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W1483659798,2026-07,2026-07-28
W1969926399,Anorectal Infection: Abscess-Fistula,2011,article,Clinics in Colon and Rectal Surgery,https://doi.org/10.1055/s-0031-1272819,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,225,https://openalex.org/W1969926399,2026-07,2026-07-28
W190018534,Between Two Life Stages and Cultural Realms: Five Case Studies with ABCDs at the University of Pittsburgh,2011,article,D-Scholarship@Pitt (University of Pittsburgh),,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W190018534,2026-07,2026-07-28
W2231690563,Exile and empire,2011,dissertation,Rutgers University Community Repository (Rutgers University),https://doi.org/10.7282/t3w37vzr,C0,print,external,fails domain gate (no Indological/lexicographic signal),mw-full,,0,https://openalex.org/W2231690563,2026-07,2026-07-28
W2073766019,INQUISIÇÃO PORTUGUESA NA ÁFRICA: DENUNCIAÇÕES DO REINO DO CONGO E ANGOLA NO SÉCULO XVII,2011,article,Revista Cadernos de Clio,https://doi.org/10.5380/rcc.v2i1.40483,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,2,https://openalex.org/W2073766019,2026-07,2026-07-28
W4234567267,INQUISIÇÃO PORTUGUESA NA ÁFRICA: DENUNCIAÇÕES DO REINO DO CONGO E ANGOLA NO SÉCULO XVII,2011,article,Revista Cadernos de Clio,https://doi.org/10.5380/clio.v2i1.40483,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,1,https://openalex.org/W4234567267,2026-07,2026-07-28
W2397534016,SATĪ: POVEZNICA IZMEĐU TRADICIONALNE I SUVREMENE INDIJE,2011,article,University of Zagreb University Computing Centre (SRCE),,C0,digital,external,fails domain gate (no Indological/lexicographic signal),cdsd,,0,https://openalex.org/W2397534016,2026-07,2026-07-28
W2568901805,Translations: A brief commentary on Christian doctrine (9) By Fr. Alfonso Vagnoni S. J.: the Ten Commandments (6),2011,article,Institutional Repositories DataBase (IRDB),,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W2568901805,2026-07,2026-07-28
W178219622,龍樹の縁起説(3)『中論頌』第26章「十二支の考察」について(1),2011,article,Institutional Repositories DataBase (IRDB),https://doi.org/10.50927/br00950l053,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W178219622,2026-07,2026-07-28
W1603297974,A note on the Syriac and Persian sources of the pharmacological section of the Yŏuyáng zázŭ,2010,article,Universidad de Córdoba Insitutional Repository (Universidad de Córdoba),,C0,print,external,fails domain gate (no Indological/lexicographic signal),mw-full,,0,https://openalex.org/W1603297974,2026-07,2026-07-28
W2083063764,Apostillas etimológicas a las voces orientales del Diccionario de la prosa castellana de Alfonso X de Kasten &amp; Nitti,2010,article,Revista de Filología Española,https://doi.org/10.3989/rfe.2010.v90.i1.198,C0,print,external,fails domain gate (no Indological/lexicographic signal),mw-full,,1,https://openalex.org/W2083063764,2026-07,2026-07-28
W3190188807,Books Reviews,2010,article,Acta orientalia Vilnensia,https://doi.org/10.15388/aov.2010.1.3654,C0,print,external,fails domain gate (no Indological/lexicographic signal),pw-title,,0,https://openalex.org/W3190188807,2026-07,2026-07-28
W2419586669,Ritual and daily life : transmission and interpretation of the Ismaili tradition in Vancouver,2010,dissertation,cIRcle (University of British Columbia),https://doi.org/10.14288/1.0058268,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,21,https://openalex.org/W2419586669,2026-07,2026-07-28
W4388920950,Una nota sobre las fuentes siriacas y persas de la seccion farmacologica del Yŏuyáng zázŭ,2010,article,Collectanea Christiana Orientalia,https://doi.org/10.21071/cco.v7i.14686,C0,print,external,fails domain gate (no Indological/lexicographic signal),mw-full,,0,https://openalex.org/W4388920950,2026-07,2026-07-28
W4254814445,Human dignity-Our supreme constitutional value,2009,article,Potchefstroom Electronic Law Journal/Potchefstroomse Elektroniese Regsblad,https://doi.org/10.4314/pelj.v4i1.43490,C0,print,external,fails domain gate (no Indological/lexicographic signal),mw-full,,5,https://openalex.org/W4254814445,2026-07,2026-07-28
W3141461,"Raki's mission to Romanukharatha: new evidence in favor of pliny's account of taprobanê, ""N. H."" 6.84-91",2009,article,HABIS,https://doi.org/10.1128/jcm.26.10.2180-2181.1988,C0,print,external,fails domain gate (no Indological/lexicographic signal),mw-full,,0,https://openalex.org/W3141461,2026-07,2026-07-28
W2915507540,梵文『月灯三昧経』の偈頌再考(1)韻律分析を中心に,2009,article,Institutional Repositories DataBase (IRDB),,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W2915507540,2026-07,2026-07-28
